"Median_house_value","Median_household_income","Mean_household_income","POPULATION","Total_units","Vacant_units","Owners","Median_rooms","Mean_household_size_owners","Mean_household_size_renters","LATITUDE","LONGITUDE"
294500,49219,62602,3329,835,56,81.3,5.4,4.05,3.61,33.983101,-117.514248
378500,95074,146213,9317,2648,282,67,6.6,3.87,3.18,33.982014,-117.562984
442600,120417,126108,8422,1917,134,84.7,8.1,4.02,4.96,33.949529,-117.600647
468700,123886,128192,7640,1908,115,87.8,8.1,3.85,4.84,33.958767,-117.588427
433200,113967,128366,12842,3292,95,91,7.8,3.93,4.24,33.964548,-117.576581
392900,112033,117017,9024,2378,75,90.9,7.4,4.28,5.72,33.968982,-117.556445
450100,110853,125805,7610,1904,70,84.7,8.1,4.73,4.68,33.950709,-117.570628
450000,99583,120403,2248,735,0,93.3,7.2,3.62,2.88,33.936358,-117.57008
419400,67868,73778,2746,1036,87,77.4,5.9,2.91,3.69,33.940723,-117.546047
400500,87708,102059,2780,1022,154,73.6,5.8,3.2,3.17,33.943558,-117.532297
391000,89426,101807,2995,898,48,94.4,6.5,3.61,4.63,33.910489,-117.598856
380500,106196,123751,3391,1036,48,80.1,6.7,3.37,4.48,33.905836,-117.590626
321300,58488,65062,7008,2193,89,51.1,4.8,4.57,3.22,33.897836,-117.574085
306500,83750,103235,3353,1009,59,85.2,6.1,3.48,4.49,33.893036,-117.554294
426800,66700,80414,3480,1200,112,71,5.8,3.14,1.91,33.923925,-117.547257
548600,92829,117480,6080,1974,171,88.6,7.2,3.53,2.83,33.91545,-117.536363
334500,86949,89026,4782,1679,100,55.4,5.2,2.97,3.03,33.896214,-117.519952
351200,60754,73750,3586,1170,121,61.3,6.4,3.64,2.38,33.894351,-117.509489
361100,82642,87353,2594,898,141,80.7,5.8,3.46,2.6,33.90203,-117.52726
345800,77027,81769,5691,2004,238,46.7,5,3.3,3.1,33.891485,-117.528193
317100,67304,69580,6516,2274,233,42.1,4.7,3.72,3.1,33.912747,-117.488915
256200,59104,80067,5040,1692,168,83.3,5.9,3.06,3.72,33.918799,-117.505114
267400,66534,69593,2626,811,68,68.5,5.8,2.89,2.85,33.919308,-117.5007
284300,63333,72033,3655,982,90,72.6,5.9,3.45,5.78,33.929591,-117.496889
225900,37468,57803,2832,821,24,48.2,4.5,4.51,3.25,33.949331,-117.464541
223100,45288,65095,3312,866,39,80.9,5.8,4.68,4.39,33.952336,-117.472323
270500,60288,76149,2521,693,0,86,6.1,3.86,4.53,33.948983,-117.48881
272800,42378,54293,4590,1446,44,40.2,5,3.79,3.38,33.95514,-117.471595
239100,34286,44505,5139,1177,57,16.6,4.4,5.67,4.48,33.941974,-117.464657
230600,57120,65162,4185,1053,122,57.7,5.1,3.46,4.63,33.940528,-117.485725
315700,42071,54246,4299,1090,100,74.6,5.2,4.08,2.67,33.924846,-117.462275
238300,47300,59547,4458,1036,48,77.3,5.2,4.6,5.71,33.935142,-117.469852
195600,53288,61176,3545,1026,71,47.6,4.4,4.62,2.85,33.933251,-117.457374
287600,75893,88324,3473,893,96,63.5,5.8,4.41,5.63,33.929331,-117.484081
250400,43715,55637,4303,1087,44,51.7,4.9,3.88,4.15,33.920725,-117.476962
276700,52411,71068,2763,1149,85,63.3,5.1,3.3,2.14,33.898605,-117.459192
301000,80282,78914,3725,983,17,85.9,6.2,3.77,3.83,33.891644,-117.472375
174500,66304,67993,4096,1291,107,88.8,5.3,3.4,3.37,33.891329,-117.487202
367800,70221,81504,5968,2057,102,41.2,4.7,3.56,2.62,33.902973,-117.485776
254200,43918,50744,5830,1835,166,42.1,4.3,3.02,3.31,33.911291,-117.472618
223600,52500,54853,4017,1483,127,32.8,4.1,4.01,2.88,33.904528,-117.468393
421400,95425,108517,14898,4445,405,90.7,7.2,3.65,3.33,33.874027,-117.468623
171200,43750,50359,3288,692,32,38.9,4.7,3.92,4.52,33.877311,-117.525604
163500,36161,49366,3187,828,22,74.6,5.7,3.5,5.06,33.877673,-117.514998
236500,64741,69450,4415,1553,138,87.6,5.7,3.34,4.1,33.883277,-117.505134
145100,44418,46390,2053,488,23,51,5.3,4.12,5.65,33.883384,-117.575224
230800,36059,44924,6230,1708,170,32.8,4.3,4.41,3.55,33.874646,-117.563341
311100,63477,75406,4572,1305,0,76.3,5.9,3.69,3.66,33.867286,-117.576869
56900,32420,40662,5695,1719,109,17.7,3.9,2.67,3.5,33.878275,-117.58816
258000,38688,51309,3908,948,59,44.3,4.8,4.09,4.79,33.876642,-117.577858
472300,106273,119443,6475,1773,155,86.3,7.4,3.56,4.67,33.838912,-117.582322
478900,107316,131374,3989,1220,15,91.5,7.3,3.18,3.4,33.85237,-117.5994
335100,70335,84355,5799,1963,141,52.7,5.3,3.54,3.07,33.86429,-117.592261
436600,109938,116738,4255,1184,23,91.7,7.1,3.7,3.48,33.85078,-117.587063
282000,71440,79394,2400,669,12,93,5.8,3.31,4.09,33.859898,-117.576465
440600,110941,124070,6852,1824,86,88.4,7.2,3.82,2.35,33.846643,-117.572552
305600,58068,65187,5834,2062,58,48.2,4.7,3.16,2.31,33.855466,-117.547024
428800,126477,142554,5665,1575,22,91.6,7.5,3.85,4.25,33.844295,-117.548967
353800,85500,91130,3319,1055,41,92.9,6.6,3.36,3.61,33.861602,-117.563536
263400,43780,54801,6698,2097,168,49.5,4.8,3.62,3.02,33.867369,-117.553095
321000,77201,93309,4786,1529,83,86.7,6.3,3.65,3.87,33.878311,-117.637195
360800,62938,83145,2935,906,59,53.4,5.4,3.27,3.04,33.872111,-117.602054
227400,53022,63695,6360,2003,128,63.3,5.2,3.4,3.57,33.870052,-117.597921
394700,72830,92948,4990,1477,103,76.6,6.2,3.94,2.83,33.837372,-117.526067
322100,76106,92295,6342,2312,91,80.3,5.3,2.44,2.96,33.782078,-117.494479
399600,102648,116835,10258,3768,424,86.3,6.6,3.04,3.63,33.771447,-117.492067
432100,125214,128317,5776,1795,51,86.1,6.6,3.45,3.6,33.875632,-117.63186
453100,93494,104394,5478,2031,208,75.4,6.2,3.35,2.25,33.865906,-117.61946
378400,93030,113509,5525,1613,41,93.8,7.5,3.44,1.94,33.872281,-117.368099
466900,102695,109857,3165,1086,33,93.4,7.4,3.06,3.49,33.887153,-117.374206
459900,128654,129187,5102,1450,94,92.1,8,3.81,2.71,33.895251,-117.341748
400000,70417,93607,4339,1628,257,92.3,6.6,3.11,3.06,33.796438,-117.377088
381700,95156,103947,7082,2246,182,92.6,7,3.56,3.39,33.858327,-117.369913
286200,48779,70078,7119,1870,229,72.7,6.6,3.89,3.96,33.860999,-117.314218
185600,37247,49530,5887,1564,84,77.4,5.4,4.23,3.93,33.849948,-117.280291
325800,69853,89567,6242,2182,108,60.9,6,3.58,2.32,33.910213,-117.320938
344100,99256,112869,8333,2337,102,86.5,7.4,3.59,3.25,33.894939,-117.301229
380500,102679,107611,10516,2828,81,83.5,7.5,3.55,3.76,33.890758,-117.322094
310000,58136,67650,5620,2821,726,33,4.1,2.33,2.36,33.957713,-117.331158
429100,91212,118893,3017,1217,85,69.9,6.6,2.58,2.09,33.938729,-117.338996
427500,104861,109106,2378,963,18,90.5,7.3,2.77,2.59,33.941586,-117.346004
103600,37976,38177,4579,1591,325,33.9,4,2.42,2.61,33.982451,-117.343379
258300,37104,44074,4761,2046,601,10.7,3.8,2.21,2.63,33.986041,-117.334216
283100,62091,79912,6727,2122,245,63.5,5.9,3.49,3.81,33.947557,-117.278849
300500,57500,69724,4194,1635,115,58.2,6,2.94,2.96,33.980341,-117.317999
312800,73945,86774,6316,1885,106,83.6,6.9,3.18,4.05,33.972823,-117.27473
375100,88267,96871,5461,2163,156,78.3,6.3,2.81,2.14,33.931434,-117.327964
227400,44877,60461,6782,2252,170,57.8,4.9,3.73,3.36,34.01325,-117.338225
295600,68500,79086,2082,627,49,86.9,6.9,3.25,4.67,33.948612,-117.172704
278900,83688,85117,4780,1348,63,84.8,6.4,3.72,5.47,33.94397,-117.207386
268400,81109,85082,4071,1208,97,88.3,6.7,3.73,3.37,33.948059,-117.220557
147600,60679,55807,2038,594,43,71,5.8,3.6,3.66,33.943929,-117.231875
276000,30484,36007,4997,1928,188,14,4,3.09,3.12,33.943915,-117.254093
153500,44387,57181,4150,1306,38,82.4,5.4,3.16,4.31,33.949233,-117.253396
223000,68594,75135,3262,923,88,70.7,5.9,3.61,4.46,33.954258,-117.239785
217600,56250,66097,3152,897,146,75.6,5.9,3.81,3.52,33.954113,-117.23134
201600,41364,57681,3299,973,65,71,5.3,2.91,3.84,33.957134,-117.251128
279200,81466,92758,4882,1408,86,86.3,7.3,3.66,3.69,33.967629,-117.250914
272500,77692,101120,2540,781,69,84.1,7.1,3.42,3.76,33.965964,-117.237165
312600,90504,113480,5129,1573,134,88.7,7.6,3.47,4.01,33.975602,-117.231002
200000,25179,33717,3639,952,136,40,4.3,4.93,4.39,33.924401,-117.279311
215600,49444,57930,9483,2933,259,39.9,4.9,3.95,3.03,33.930387,-117.269561
246900,62042,68225,5011,1219,106,75,6.6,4.17,4.84,33.887712,-117.230675
183500,33483,44528,4888,1286,109,68.5,5.3,3.36,3.89,33.89673,-117.23869
154400,45167,53323,3193,867,157,85.9,5.8,3.5,3.29,33.909054,-117.230859
200400,43155,54955,5048,1243,110,71.7,5.8,4.09,6.43,33.909598,-117.239232
182600,43846,52953,3308,979,79,66.1,5.5,4.03,4.45,33.923248,-117.248277
190100,37250,46137,3200,965,67,38.4,4.5,3.98,3.68,33.92066,-117.257032
238800,60806,65203,3379,835,47,76.8,6.2,3.72,5.03,33.933484,-117.256682
178800,34500,50641,3165,885,67,45.4,5.6,4.2,3.25,33.931607,-117.247749
190600,30972,39439,3803,1073,77,16.8,4.3,4.6,3.6,33.934294,-117.239527
184600,36425,51421,4177,976,47,52.6,5.6,4.09,4.15,33.923618,-117.239869
166000,44028,54134,3278,879,55,79,5.6,4.13,4.28,33.911905,-117.213059
201200,53352,55771,3670,961,64,60.3,5.8,4.76,4.19,33.912291,-117.221893
311100,30268,34588,1706,530,17,28.1,4.5,4.22,3.94,33.936785,-117.225393
172000,30833,42965,4669,1280,50,37.9,4.8,4.38,3.32,33.930616,-117.224916
165600,49621,54242,4922,1268,146,75.7,5.5,3.91,3.93,33.921852,-117.226725
204500,44770,45467,11436,2888,98,66,5.4,4.07,4.71,33.807762,-117.215361
175000,54402,58168,8283,2010,115,76.4,5.3,4.83,3.38,33.818309,-117.220173
231300,67500,73898,11267,2810,404,78.3,6.5,4.03,4.54,33.837003,-117.195225
199800,58156,67052,10463,2507,316,79.1,6.5,4.16,3.93,33.827101,-117.203781
230700,68083,74675,6556,1759,124,64.1,6,4.23,3.81,33.931735,-117.203171
255100,68547,77839,4107,1190,135,63.3,6.1,4.14,2.7,33.926627,-117.192013
279300,81154,85902,3682,1289,127,67,6.1,3.41,3.08,33.904998,-117.163832
316900,81288,84762,3784,1114,98,90.6,6.6,3.98,3.8,33.920343,-117.161664
166900,44276,55500,8393,2048,187,68.1,5.9,4.45,4.22,33.795848,-117.215768
218900,75625,80030,5171,1513,115,83.1,6.3,3.64,3.53,33.688717,-117.193237
185300,38720,56993,4905,2238,164,80.5,5.3,2.42,2.63,33.713985,-117.212745
164600,30389,40782,4543,2925,208,77.1,5.1,1.71,1.65,33.699936,-117.193603
346400,82813,101148,3230,1332,75,83.5,6.4,2.71,3.86,33.677208,-117.255401
339000,83450,89580,12805,3929,478,75.9,7.2,3.4,4.2,33.68942,-117.299071
379400,72895,92072,5033,2015,231,81.1,5.9,2.88,2.63,33.686207,-117.252882
265400,56867,64574,5079,1552,128,75.3,5.6,3.14,4.03,33.700637,-117.249953
269500,45664,64859,5025,1600,262,63.8,5.9,3.26,2.79,33.795861,-117.156236
156900,39566,54264,4434,1492,227,66.6,5.4,3.19,3.59,33.761669,-117.119736
112900,38534,47826,5506,2095,240,71.3,5,2.54,4.17,33.735994,-117.099502
269700,86250,88100,3182,952,145,86.7,7.8,3.53,4.12,33.69357,-117.149027
270200,80164,100293,5357,1468,24,82.5,6.9,3.41,5.5,33.71378,-117.127534
221100,63611,65205,2266,800,142,88.3,6,3.07,3.16,33.726523,-117.181052
254000,47150,56819,9184,4086,412,76,5.2,2.27,2.57,33.703337,-117.171075
252600,58075,66791,5338,1492,215,79.5,5.9,3.5,4.62,33.75445,-117.165477
223700,70527,73911,5768,1855,270,86.8,6.2,2.89,5.3,33.737421,-117.217606
240600,79329,95428,5993,1715,55,86.3,6.5,3.47,4.88,33.695257,-117.220501
267700,65429,73705,4234,1366,198,80,6.5,3.28,3.48,33.663744,-117.235676
244400,83561,85331,2401,761,107,87.6,7.2,3.5,3.32,33.673275,-117.132757
307000,81172,84230,5729,1912,179,59.7,6.1,3.98,2.83,33.679546,-117.159643
350900,82000,101706,7097,1956,116,86.6,7.6,4.04,3.32,33.661749,-117.156475
158100,33382,40522,2017,1270,70,89,5.3,1.56,1.64,33.724816,-117.198235
141400,29083,38289,2142,1573,89,75.3,4.8,1.57,1.22,33.716026,-117.198912
223600,62163,75502,4232,1264,115,85.7,6.3,3.29,4.2,33.677599,-117.190355
310900,75509,75740,3726,1016,230,83,6,3.72,4.32,33.820183,-117.116456
271000,59623,64602,4614,2062,216,87.4,6,2.3,3.35,33.758258,-117.061736
164400,34520,40631,9260,2811,146,36.9,4.4,4.28,3.64,33.782347,-117.228449
155200,37500,44827,7385,2026,182,71.1,5.2,3.86,4.01,33.770822,-117.250045
168100,36154,42042,4930,1476,114,54.3,5,3.18,3.89,33.743686,-117.286849
269400,46333,62718,5738,1503,151,74,5.3,3.44,4.74,33.787918,-117.291205
143800,39044,46511,9352,2356,182,58.6,5.1,4.09,4.02,33.815406,-117.277169
152900,30202,44835,5593,1766,205,49.4,4.5,3.15,3.28,33.666573,-117.329445
210300,35600,41400,6600,2053,176,42.9,4.9,3.3,3.5,33.675363,-117.380171
187800,44363,58630,5049,1701,319,64.3,5.1,3.69,3.57,33.692805,-117.363303
203700,41667,51087,4703,1471,191,49.1,4.8,3.55,3.15,33.675495,-117.338981
335300,95578,100444,6811,2178,81,92.6,6.8,3.69,3.59,33.724382,-117.426312
277800,60357,74563,5394,1795,247,70.2,5.9,3.11,4.18,33.67136,-117.393438
246400,77409,90290,4736,1404,87,87.5,6.7,3.8,3.93,33.698187,-117.391202
266700,82411,96768,5687,1699,95,84.9,6.8,3.72,4.86,33.68525,-117.387859
321000,73272,83492,7606,2723,318,55.2,5.4,3.55,2.44,33.569164,-117.192182
308300,78973,86025,5486,1672,35,86,6.8,3.39,4.17,33.565136,-117.172789
302200,58037,71811,6495,2695,75,38.4,4.5,3.31,3.17,33.515527,-117.144653
285500,97600,105229,3263,1074,26,66.5,6.3,2.96,4.07,33.532781,-117.141348
365100,86320,97994,5597,1774,76,84.2,7.1,3.1,3.86,33.531076,-117.118628
241200,51070,58444,4594,1749,188,28.3,4.1,2.7,2.95,33.504429,-117.134944
462700,91047,101775,3842,1312,8,93.5,7.3,3.11,3.62,33.493239,-117.133564
329900,81193,96968,7051,2035,205,63,7,3.37,3.92,33.58913,-117.221391
279900,89306,85793,4108,1494,190,41.6,5,4.36,2.88,33.576231,-117.213841
311300,50778,66339,5127,2496,240,83.9,5.7,2.07,2.67,33.586189,-117.205608
354900,98459,102635,3742,1205,46,83.1,7.1,3.96,4.01,33.613969,-117.114239
614500,83015,109390,6792,2192,142,90.8,7.1,2.69,3.55,33.554219,-116.995399
297400,75657,85980,8802,2822,295,71.4,7,3.68,2.97,33.608791,-117.100421
304500,93939,98039,8148,2534,232,94.4,7.1,3.51,4.24,33.591392,-117.103124
345700,76728,85985,7220,2539,162,86.2,6.6,2.83,3.08,33.5464,-117.128958
469700,89018,107787,5906,1572,22,77.5,6.8,3.44,3.17,33.503364,-117.07956
358000,96705,103663,8838,2313,293,79.9,7.5,3.68,4.27,33.563215,-117.110318
371900,86442,96944,4214,1323,24,91.5,7.1,2.95,3.99,33.472012,-117.084858
336500,65818,81232,8339,2573,183,71.7,6.1,3.11,3.25,33.470723,-117.107977
357100,103182,115176,6574,1808,92,91.1,7.6,3.61,3.13,33.459432,-117.091576
320100,65131,72160,5011,1627,130,79.6,6.2,3.13,3.17,33.464459,-117.126506
283700,98843,99883,3478,1051,48,72.6,6.2,3.52,3.03,33.478268,-117.08258
360400,108125,111323,7034,2224,148,87.3,7.7,3,3.88,33.473828,-117.055716
346600,90814,99670,5122,1784,117,82.8,6.9,3.22,2.95,33.509778,-117.103943
322600,91507,90927,7683,2259,51,79.5,6.3,3.26,3.84,33.494838,-117.102958
347400,91080,103905,6142,1784,19,77.5,6.6,3.31,3.81,33.492046,-117.089081
309600,57898,65434,5215,1869,212,39.3,4.6,3.05,3.18,33.510893,-117.134072
352300,72197,85427,6705,2378,192,88.2,6.8,2.9,4.05,33.518652,-117.110028
289600,77212,84201,4991,1637,109,77.1,6.9,3.33,2.78,33.602355,-117.258375
289000,62128,77804,3930,1164,110,73.1,6.1,3.5,3.79,33.602117,-117.277924
634000,107833,147387,4976,1838,296,92.5,7.9,2.88,4.24,33.569057,-117.292712
299200,77298,80902,2545,752,75,69.3,6,3.42,3.41,33.649638,-117.246345
295000,90893,116733,3620,1057,74,82.5,7.9,3.68,1.72,33.605478,-117.22908
384900,101250,129222,5946,1683,161,86.8,8,3.14,4.55,33.603691,-117.19241
266100,66250,70730,5093,1872,213,87,6,2.77,3.95,33.629703,-117.226578
264900,56771,77572,8224,3350,269,70.9,5.8,2.49,2.17,33.563127,-117.154367
241900,69211,89395,6816,2665,135,89.1,6.1,2.59,4.14,33.711789,-116.932251
152000,44841,59176,4538,1949,211,73.7,5.4,2.61,3.03,33.73359,-116.996539
88900,29274,37428,5872,2840,275,55.2,4.5,2.2,3.11,33.72729,-116.976864
174100,30101,39859,2770,1089,136,35.7,4.2,3.19,2.86,33.74419,-116.95165
153400,22446,38657,2890,1187,242,33.7,4.6,3.54,2.74,33.751089,-116.95141
211200,29506,44391,3120,1168,144,45.1,5,2.4,3.5,33.744936,-116.936385
224600,61589,68223,2265,745,78,68.1,5.9,2.62,4.94,33.746803,-116.924293
146500,50658,53250,3862,1369,109,72.3,5,3.44,4.11,33.732181,-116.961548
145300,44300,49665,3504,1145,111,57.4,4.9,3.26,3.92,33.735488,-116.951202
198600,54476,64185,3631,1254,171,78.9,5.8,2.76,3.94,33.734038,-116.939614
204400,55985,68409,2073,679,77,84.7,6.3,2.72,2.8,33.733613,-116.927944
170500,38945,46479,3713,1905,305,80.4,6,1.84,2.98,33.720887,-116.997798
176500,62665,73152,8526,2412,355,80.3,6.1,3.26,4.28,33.720244,-117.017294
114100,24508,38096,5791,2297,381,47,4.4,3.18,3,33.74678,-116.970424
121700,30407,37465,2847,1152,84,40.4,4.9,2.75,3.04,33.73722,-116.967278
88600,26227,33211,2544,1676,295,63.4,4.6,1.64,2.3,33.737303,-116.981844
22900,19032,28069,4217,2176,386,58.3,4.2,1.83,2.83,33.750315,-116.984959
48600,30424,39020,4112,2626,464,46,4,1.59,1.97,33.74925,-116.999147
130100,50819,68779,7743,3180,560,77.8,5.5,2.54,3.43,33.755751,-117.016009
126300,24021,31952,2911,1890,150,50.1,4.2,1.64,1.84,33.758503,-116.993359
175200,49744,64082,6386,2589,339,84.4,6,2.91,2.92,33.769204,-116.995943
82300,27697,33895,6700,2830,302,35.7,4.2,2.62,2.58,33.765111,-116.972407
180100,38936,54784,7014,2878,344,74.8,5,2.56,2.27,33.763636,-116.940598
108700,49145,54613,5117,2030,359,70.4,5.1,2.74,4.16,33.800367,-116.962655
159400,56134,60466,6580,2307,369,73.9,5.7,3.09,3.73,33.771154,-116.942714
107500,45720,53583,2456,1026,125,84.8,5.5,2.74,5.31,33.775574,-116.935434
214000,65625,71755,6815,1706,201,69.8,7.2,4,4.85,33.788248,-117.005673
129700,29387,42603,4505,1500,247,43.2,4.4,3.1,4.12,33.783426,-116.953171
125000,31571,38182,3953,1327,77,41.8,4.3,3.04,2.38,33.786799,-116.966294
126900,36094,60900,3512,1580,201,78.6,5.1,2.54,2.44,33.745136,-116.879636
149500,47283,57515,4235,1796,37,79.9,5.4,2.36,2.82,33.75217,-116.910331
126000,44842,53236,2585,1060,131,78.4,5.5,2.43,4.4,33.753647,-116.899922
226100,48578,57199,5116,2427,183,83.1,5.5,2.32,2.95,33.998394,-117.045334
222800,64180,71913,5743,2060,99,78.8,5.5,2.73,2.24,33.957396,-116.97098
207700,51597,61799,3015,1487,114,90.5,5.4,2.03,2.22,33.972373,-116.954807
271900,58565,73766,4933,2246,208,84.8,5.6,2.36,2.66,33.95482,-116.999947
315800,49956,73738,3877,1708,207,80,5.6,2.35,3.07,33.983654,-116.999119
248800,41438,48461,5409,4007,308,91.8,5,1.56,1.73,33.913622,-116.939523
162200,37721,75739,4340,1598,312,67.5,4.8,2.69,2.78,33.913011,-116.805673
240100,83333,99209,3832,1344,166,95.2,6.5,3.44,1.96,33.939684,-116.951591
240100,85766,87105,3895,1408,207,89.2,6.1,2.66,3.65,33.916904,-116.958251
195500,53690,60950,2707,953,33,64,5.5,2.64,2.64,33.936304,-116.960209
280800,73725,69851,2689,876,117,85.1,6.1,2.77,3.12,33.941475,-117.007457
279500,91857,103326,7023,2235,227,92.9,6.9,3.02,4.11,33.960818,-117.0455
194500,41296,52194,6405,2226,292,56.6,4.7,3.38,2.67,33.938754,-116.973729
169400,26205,34194,2109,792,84,24.6,3.8,2.87,2.84,33.929528,-116.975081
150500,27028,39043,2973,1226,161,37.7,4.5,2.43,2.32,33.927206,-116.89213
124100,33681,43324,2841,1145,138,57.6,4.4,2.3,2.26,33.930789,-116.892392
137300,38957,52290,5669,2858,281,71.4,5.1,2.24,2.33,33.933283,-116.924928
236900,70245,85843,2647,1125,89,88,6.1,2.68,2.69,33.943261,-116.891355
152900,29776,40812,5701,2158,473,49.5,4.5,3.17,2.84,33.933934,-116.868861
183600,34896,42060,4774,1541,145,60.2,4.8,3.32,2.84,33.917475,-116.882689
293000,62611,72270,6218,2809,488,79.8,5.6,2.39,2.85,33.561178,-116.73503
231400,40403,52514,4402,1930,415,77.2,5.4,3.03,3.11,33.50505,-116.640509
271500,44924,60752,1860,1728,1224,76.8,4.8,1.99,1.98,33.741368,-116.736311
367200,57429,85870,2366,2501,1946,73.2,5.2,2.17,3.11,33.752532,-116.715356
128300,42167,49061,6479,3089,777,75.9,5,2.48,3.64,33.8191,-116.386815
142000,40565,49405,6565,2400,606,61,4.9,3.26,3.19,33.953912,-116.512331
169800,27813,33661,3939,1782,434,33.5,4.1,3.8,2.51,33.964952,-116.503837
144800,33341,43245,5808,2232,599,31.4,4.6,3.06,3.39,33.953508,-116.491668
102500,28510,29764,3618,1356,247,79,4.9,3.11,2.53,33.934379,-116.499626
111800,32064,41370,6606,2525,455,58,5.2,2.92,3.36,33.942149,-116.480358
244500,45875,59479,2377,1522,557,80.3,5.3,2.01,1.71,33.982782,-116.536699
167100,45216,53035,5232,2364,439,64.6,5.3,2.3,3.43,33.974593,-116.501741
242900,47631,61564,1704,923,290,85.8,4.9,2.6,3.11,33.827394,-116.351161
150600,40338,46445,1196,515,241,72.3,4.9,3.38,1.61,33.936816,-116.675215
103000,40412,50786,4876,2831,867,83.7,4.2,2.22,2.89,33.924164,-116.486582
524300,32156,52935,2907,2314,571,51.2,4,1.83,1.68,33.839318,-116.536824
302800,55542,72987,4320,2177,464,80,5.1,2.55,2.21,33.854076,-116.521052
286300,44327,74814,4803,3122,1080,43.2,4.1,2.25,2.25,33.862257,-116.545907
422100,58861,95698,2852,2399,1278,54.2,4.8,2.04,1.35,33.853008,-116.569014
412600,34318,53822,3555,2283,613,33.6,4.1,1.84,2.08,33.823478,-116.519375
195200,50000,53769,2295,729,57,64.6,4.9,3.7,3.17,33.823959,-116.488585
253900,42639,50366,2850,1175,186,58.5,4.8,2.84,3.2,33.812009,-116.503997
462100,50714,96094,1701,1609,587,50,4.5,1.9,1.57,33.804454,-116.536776
414400,34844,50413,1982,1668,454,47,3.8,1.85,1.77,33.813004,-116.537007
578100,52308,92127,1281,1207,395,33.4,4.3,2,1.4,33.790247,-116.515795
255300,55096,65928,4543,1891,214,71.2,5.4,2.83,2.47,33.848945,-116.481024
199800,37982,47782,4989,1545,239,40.5,4.7,3.93,3.85,33.808519,-116.470316
289300,50348,61560,4617,3258,773,56.2,4.6,2.27,2.27,33.735539,-116.314828
195100,33431,37712,6489,1968,154,26.8,4.3,4.15,3.38,33.809061,-116.462929
332400,62262,79709,4650,2112,610,61.6,5.2,2.24,3.85,33.794823,-116.450998
622700,86888,177161,3911,3322,1055,91.5,5.8,1.81,1.81,33.774587,-116.426509
570800,70152,127102,3030,2806,1294,79,5.2,2.14,1.06,33.755807,-116.403675
279600,42674,62672,4243,4634,2058,88,5.1,1.62,1.45,33.764461,-116.373206
752800,78172,121215,2355,1291,507,86,6.6,2.18,5.16,33.792815,-116.405747
458200,73652,99740,3494,3316,1623,69.8,4.9,2.27,2.49,33.773037,-116.35
286300,49281,82118,3615,1234,20,59.1,5.8,3.23,2.96,33.841311,-116.468431
240400,41979,57758,3984,1339,48,73.9,5.4,2.92,3.4,33.834216,-116.467789
246600,56696,63850,3477,1055,0,75.1,5.8,2.88,2.78,33.826735,-116.468218
185600,46200,54332,4665,1563,415,71.7,5.1,3.57,4.26,33.819782,-116.468917
479900,82914,112439,3801,3938,2070,74.6,4.4,1.73,1.95,33.751787,-116.315209
469200,68636,121433,3443,3313,1451,77.6,5.3,1.99,1.65,33.745901,-116.340155
429700,46042,90359,3908,3115,1152,68.6,4.9,2.09,1.55,33.751753,-116.382006
241400,49269,77571,3213,2387,1041,70.7,4.6,1.79,2.38,33.742632,-116.364658
303900,65714,72650,2327,699,23,71,5.3,3.48,3.87,33.819764,-116.452575
289800,62581,74710,3067,1190,238,66.6,5.8,2.88,2.58,33.826877,-116.449049
316700,43528,58874,3424,1870,413,58.5,4.7,2.67,2.36,33.773297,-116.469288
